Sampling_Date,Ponds,Conductivity,Temperature,pH,Month_Name,Year,Month,Season
1985-10-01,Central_Arm,465.0,16.8,7.9,October,1985,10,Autumn
1985-10-01,Central_Arm,470.0,17.0,8.0,October,1985,10,Autumn
1985-10-01,Eastern_Arm,388.0,17.5,8.3,October,1985,10,Autumn
1985-10-01,Eastern_Arm,501.0,17.0,8.2,October,1985,10,Autumn
1985-10-01,Western_Arm_Spring_Inflow,460.0,17.2,8.1,October,1985,10,Autumn
1985-10-01,Western_Arm,320.0,17.4,9.0,October,1985,10,Autumn
1985-10-22,Western_Arm,635.0,9.5,7.9,October,1985,10,Autumn
1985-10-22,Eastern_Arm,416.0,10.5,8.0,October,1985,10,Autumn
1985-10-22,Central_Arm,537.0,12.2,7.6,October,1985,10,Autumn
1985-10-22,Central_Arm,465.0,12.4,8.2,October,1985,10,Autumn
1985-10-22,Eastern_Arm,438.0,12.3,8.1,October,1985,10,Autumn
1985-10-22,Eastern_Arm,487.0,11.6,8.1,October,1985,10,Autumn
1985-10-22,Western_Arm_Spring_Inflow,526.0,11.5,7.8,October,1985,10,Autumn
1985-10-22,Western_Arm,364.0,12.0,8.6,October,1985,10,Autumn
1985-11-11,Western_Arm,650.0,7.05,7.9,November,1985,11,Autumn
1985-11-11,Eastern_Arm,442.0,8.15,7.8,November,1985,11,Autumn
1985-11-11,Central_Arm,526.0,7.8,8.0,November,1985,11,Autumn
1985-11-11,Central_Arm,476.0,8.13,8.1,November,1985,11,Autumn
1985-11-11,Eastern_Arm,459.0,8.87,8.0,November,1985,11,Autumn
1985-11-11,Eastern_Arm,526.0,8.45,8.4,November,1985,11,Autumn
1985-11-11,Western_Arm_Spring_Inflow,571.0,8.15,7.9,November,1985,11,Autumn
1985-11-11,Western_Arm,364.0,8.15,8.5,November,1985,11,Autumn
1985-12-17,Western_Arm,635.0,10.5,7.8,December,1985,12,Winter
1985-12-17,Eastern_Arm,392.0,10.6,7.9,December,1985,12,Winter
1985-12-17,Central_Arm,611.0,10.0,7.9,December,1985,12,Winter
1985-12-17,Central_Arm,556.0,9.6,8.0,December,1985,12,Winter
1985-12-17,Eastern_Arm,511.0,9.5,7.9,December,1985,12,Winter
1985-12-17,Eastern_Arm,522.0,10.3,7.7,December,1985,12,Winter
1985-12-17,Western_Arm_Spring_Inflow,544.0,10.2,7.7,December,1985,12,Winter
1985-12-17,Western_Arm,347.0,9.5,8.4,December,1985,12,Winter
1986-01-14,Western_Arm,627.0,8.0,8.0,January,1986,1,Winter
1986-01-14,Eastern_Arm,403.0,8.5,8.0,January,1986,1,Winter
1986-01-14,Central_Arm,657.0,7.3,8.2,January,1986,1,Winter
1986-01-14,Central_Arm,522.0,7.2,8.2,January,1986,1,Winter
1986-01-14,Eastern_Arm,600.0,7.3,8.0,January,1986,1,Winter
1986-01-14,Eastern_Arm,52.9,7.8,7.8,January,1986,1,Winter
1986-01-14,Western_Arm_Spring_Inflow,656.0,8.0,8.0,January,1986,1,Winter
1986-01-14,Western_Arm,589.0,7.0,8.2,January,1986,1,Winter
1986-02-17,Western_Arm,621.0,3.3,7.9,February,1986,2,Winter
1986-02-17,Central_Arm,580.0,1.0,8.3,February,1986,2,Winter
1986-02-17,Central_Arm,543.0,1.0,8.3,February,1986,2,Winter
1986-02-17,Eastern_Arm,514.0,1.1,8.6,February,1986,2,Winter
1986-02-17,Eastern_Arm,562.0,1.1,8.3,February,1986,2,Winter
1986-02-17,Western_Arm_Spring_Inflow,595.0,1.3,8.0,February,1986,2,Winter
1986-02-17,Western_Arm,562.0,1.2,8.3,February,1986,2,Winter
1986-03-18,Western_Arm,644.0,7.5,7.8,March,1986,3,Spring
1986-03-18,Eastern_Arm,432.0,7.5,7.6,March,1986,3,Spring
1986-03-18,Central_Arm,580.0,8.2,7.9,March,1986,3,Spring
1986-03-18,Central_Arm,533.0,7.7,8.0,March,1986,3,Spring
1986-03-18,Eastern_Arm,498.0,7.7,7.8,March,1986,3,Spring
1986-03-18,Eastern_Arm,538.0,8.3,7.9,March,1986,3,Spring
1986-03-18,Western_Arm_Spring_Inflow,602.0,8.0,7.9,March,1986,3,Spring
1986-03-18,Western_Arm,544.0,7.7,8.0,March,1986,3,Spring
1986-04-15,Western_Arm,548.0,6.7,7.8,April,1986,4,Spring
1986-04-15,Eastern_Arm,416.0,6.6,7.9,April,1986,4,Spring
1986-04-15,Central_Arm,546.0,8.6,8.1,April,1986,4,Spring
1986-04-15,Central_Arm,503.0,8.5,8.4,April,1986,4,Spring
1986-04-15,Eastern_Arm,487.0,8.3,8.4,April,1986,4,Spring
1986-04-15,Eastern_Arm,520.0,8.3,8.5,April,1986,4,Spring
1986-04-15,Western_Arm_Spring_Inflow,594.0,9.2,8.0,April,1986,4,Spring
1986-04-15,Western_Arm,524.0,8.6,8.3,April,1986,4,Spring
1986-04-29,Western_Arm,624.0,,8.0,April,1986,4,Spring
1986-04-29,Eastern_Arm,411.0,9.5,8.0,April,1986,4,Spring
1986-04-29,Central_Arm,505.0,11.8,8.1,April,1986,4,Spring
1986-04-29,Central_Arm,466.0,11.7,8.4,April,1986,4,Spring
1986-04-29,Eastern_Arm,488.0,11.2,8.4,April,1986,4,Spring
1986-04-29,Eastern_Arm,500.0,10.8,8.5,April,1986,4,Spring
1986-04-29,Western_Arm_Spring_Inflow,558.0,12.0,8.0,April,1986,4,Spring
1986-04-29,Western_Arm,493.0,11.6,8.3,April,1986,4,Spring
1986-05-13,Western_Arm,655.0,10.5,7.7,May,1986,5,Spring
1986-05-13,Eastern_Arm,433.0,11.2,7.8,May,1986,5,Spring
1986-05-13,Central_Arm,477.0,14.6,8.0,May,1986,5,Spring
1986-05-13,Central_Arm,455.0,14.4,8.2,May,1986,5,Spring
1986-05-13,Eastern_Arm,461.0,13.7,8.2,May,1986,5,Spring
1986-05-13,Eastern_Arm,500.0,14.8,8.3,May,1986,5,Spring
1986-05-13,Western_Arm_Spring_Inflow,566.0,14.9,7.8,May,1986,5,Spring
1986-05-13,Western_Arm,477.0,14.6,8.1,May,1986,5,Spring
1986-06-03,Western_Arm,650.0,12.2,7.7,June,1986,6,Summer
1986-06-03,Eastern_Arm,470.0,12.0,7.2,June,1986,6,Summer
1986-06-03,Central_Arm,426.0,17.5,8.0,June,1986,6,Summer
1986-06-03,Central_Arm,426.0,17.5,8.5,June,1986,6,Summer
1986-06-03,Eastern_Arm,386.0,17.8,8.5,June,1986,6,Summer
1986-06-03,Eastern_Arm,459.0,18.0,8.4,June,1986,6,Summer
1986-06-03,Western_Arm_Spring_Inflow,498.0,16.7,7.9,June,1986,6,Summer
1986-06-03,Western_Arm,448.0,17.2,8.3,June,1986,6,Summer
1986-06-17,Western_Arm,644.0,13.5,7.7,June,1986,6,Summer
1986-06-17,Eastern_Arm,400.0,13.5,7.9,June,1986,6,Summer
1986-06-17,Central_Arm,373.0,20.5,8.3,June,1986,6,Summer
1986-06-17,Central_Arm,361.0,20.5,8.9,June,1986,6,Summer
1986-06-17,Eastern_Arm,326.0,,9.4,June,1986,6,Summer
1986-06-17,Eastern_Arm,387.0,20.0,8.6,June,1986,6,Summer
1986-06-17,Western_Arm_Spring_Inflow,391.0,20.5,7.9,June,1986,6,Summer
1986-06-17,Western_Arm,386.0,20.5,8.3,June,1986,6,Summer
1986-07-01,Western_Arm,545.0,12.0,7.6,July,1986,7,Summer
1986-07-01,Eastern_Arm,470.0,12.5,7.8,July,1986,7,Summer
1986-07-01,Central_Arm,388.0,20.2,7.9,July,1986,7,Summer
1986-07-01,Central_Arm,337.0,20.9,8.9,July,1986,7,Summer
1986-07-01,Eastern_Arm,327.0,21.3,9.6,July,1986,7,Summer
1986-07-01,Eastern_Arm,393.0,20.0,8.6,July,1986,7,Summer
1986-07-01,Western_Arm_Spring_Inflow,384.0,20.5,7.9,July,1986,7,Summer
1986-07-01,Western_Arm,420.0,20.7,8.2,July,1986,7,Summer
1986-07-15,Western_Arm,662.0,,7.7,July,1986,7,Summer
1986-07-15,Eastern_Arm,465.0,15.5,7.9,July,1986,7,Summer
1986-07-15,Central_Arm,341.0,21.2,8.6,July,1986,7,Summer
1986-07-15,Central_Arm,310.0,21.3,9.3,July,1986,7,Summer
1986-07-15,Eastern_Arm,331.0,21.0,10.0,July,1986,7,Summer
1986-07-15,Eastern_Arm,336.0,21.0,9.6,July,1986,7,Summer
1986-07-15,Western_Arm_Spring_Inflow,393.0,,7.5,July,1986,7,Summer
1986-07-15,Western_Arm,372.0,20.8,8.5,July,1986,7,Summer
1986-07-29,Western_Arm,637.0,14.3,7.7,July,1986,7,Summer
1986-07-29,Eastern_Arm,470.0,14.6,7.9,July,1986,7,Summer
1986-07-29,Central_Arm,523.0,17.4,7.8,July,1986,7,Summer
1986-07-29,Central_Arm,326.0,19.0,9.2,July,1986,7,Summer
1986-07-29,Eastern_Arm,334.0,18.8,9.9,July,1986,7,Summer
1986-07-29,Eastern_Arm,423.0,18.2,8.0,July,1986,7,Summer
1986-07-29,Western_Arm_Spring_Inflow,460.0,17.5,7.3,July,1986,7,Summer
1986-07-29,Western_Arm,387.0,19.0,8.2,July,1986,7,Summer
1986-08-13,Western_Arm,631.0,,7.7,August,1986,8,Summer
1986-08-13,Eastern_Arm,460.0,,7.8,August,1986,8,Summer
1986-08-13,Central_Arm,445.0,17.2,7.7,August,1986,8,Summer
1986-08-13,Central_Arm,342.0,18.7,9.1,August,1986,8,Summer
1986-08-13,Eastern_Arm,322.0,18.0,10.0,August,1986,8,Summer
1986-08-13,Eastern_Arm,399.0,18.5,8.2,August,1986,8,Summer
1986-08-13,Western_Arm_Spring_Inflow,414.0,17.3,7.4,August,1986,8,Summer
1986-08-13,Western_Arm,353.0,18.4,8.7,August,1986,8,Summer
1986-09-02,Western_Arm,641.0,12.7,7.8,September,1986,9,Autumn
1986-09-02,Eastern_Arm,397.0,13.3,7.7,September,1986,9,Autumn
1986-09-02,Central_Arm,444.0,15.0,8.1,September,1986,9,Autumn
1986-09-02,Central_Arm,362.0,15.7,9.0,September,1986,9,Autumn
1986-09-02,Eastern_Arm,372.0,15.2,8.7,September,1986,9,Autumn
1986-09-02,Eastern_Arm,439.0,14.7,8.0,September,1986,9,Autumn
1986-09-02,Western_Arm_Spring_Inflow,502.0,15.0,7.6,September,1986,9,Autumn
1986-09-02,Western_Arm,387.0,15.0,8.3,September,1986,9,Autumn
1986-09-16,Western_Arm,642.0,,7.8,September,1986,9,Autumn
1986-09-16,Eastern_Arm,444.0,,7.9,September,1986,9,Autumn
1986-09-16,Central_Arm,429.0,,7.9,September,1986,9,Autumn
1986-09-16,Central_Arm,388.0,,8.2,September,1986,9,Autumn
1986-09-16,Eastern_Arm,368.0,,8.6,September,1986,9,Autumn
1986-09-16,Eastern_Arm,460.0,,8.3,September,1986,9,Autumn
1986-09-16,Western_Arm_Spring_Inflow,514.0,,7.4,September,1986,9,Autumn
1986-09-16,Western_Arm,429.0,,7.9,September,1986,9,Autumn
1986-09-30,Western_Arm,654.0,10.8,7.8,September,1986,9,Autumn
1986-09-30,Eastern_Arm,470.0,10.8,7.8,September,1986,9,Autumn
1986-09-30,Central_Arm,491.0,13.7,7.8,September,1986,9,Autumn
1986-09-30,Central_Arm,419.0,14.1,8.2,September,1986,9,Autumn
1986-09-30,Eastern_Arm,374.0,13.7,8.1,September,1986,9,Autumn
1986-09-30,Eastern_Arm,505.0,13.5,8.0,September,1986,9,Autumn
1986-09-30,Western_Arm_Spring_Inflow,475.0,13.0,7.7,September,1986,9,Autumn
1986-09-30,Western_Arm,434.0,13.8,8.2,September,1986,9,Autumn
1986-10-21,Western_Arm,558.0,10.6,8.1,October,1986,10,Autumn
1986-10-21,Eastern_Arm,341.0,10.7,7.1,October,1986,10,Autumn
1986-10-21,Central_Arm,628.0,11.5,8.0,October,1986,10,Autumn
1986-10-21,Central_Arm,455.0,11.6,8.2,October,1986,10,Autumn
1986-10-21,Eastern_Arm,454.0,11.7,8.2,October,1986,10,Autumn
1986-10-21,Eastern_Arm,573.0,11.5,7.6,October,1986,10,Autumn
1986-10-21,Western_Arm_Spring_Inflow,569.0,11.7,7.8,October,1986,10,Autumn
1986-10-21,Western_Arm,556.0,11.8,8.2,October,1986,10,Autumn
1986-11-18,Western_Arm,569.0,8.5,7.9,November,1986,11,Autumn
1986-11-18,Eastern_Arm,333.0,9.0,7.5,November,1986,11,Autumn
1986-11-18,Central_Arm,555.0,9.1,8.0,November,1986,11,Autumn
1986-11-18,Central_Arm,500.0,9.3,8.2,November,1986,11,Autumn
1986-11-18,Eastern_Arm,500.0,9.3,8.1,November,1986,11,Autumn
1986-11-18,Eastern_Arm,866.0,9.3,7.9,November,1986,11,Autumn
1986-11-18,Western_Arm_Spring_Inflow,548.0,9.2,7.9,November,1986,11,Autumn
1986-11-18,Western_Arm,511.0,9.3,8.1,November,1986,11,Autumn
1986-12-16,Western_Arm,605.0,8.2,7.9,December,1986,12,Winter
1986-12-16,Eastern_Arm,370.0,9.2,7.7,December,1986,12,Winter
1986-12-16,Central_Arm,616.0,7.3,8.1,December,1986,12,Winter
1986-12-16,Central_Arm,526.0,7.3,8.1,December,1986,12,Winter
1986-12-16,Eastern_Arm,504.0,7.7,8.0,December,1986,12,Winter
1986-12-16,Eastern_Arm,515.0,7.9,7.9,December,1986,12,Winter
1986-12-16,Western_Arm_Spring_Inflow,657.0,8.1,7.8,December,1986,12,Winter
1986-12-16,Western_Arm,560.0,7.3,8.1,December,1986,12,Winter
1987-01-13,Western_Arm,613.0,,7.9,January,1987,1,Winter
1987-01-13,Eastern_Arm,405.0,3.5,7.8,January,1987,1,Winter
1987-01-13,Central_Arm,644.0,2.0,8.1,January,1987,1,Winter
1987-01-13,Central_Arm,591.0,2.0,8.1,January,1987,1,Winter
1987-01-13,Eastern_Arm,538.0,2.0,8.0,January,1987,1,Winter
1987-01-13,Eastern_Arm,544.0,2.5,8.0,January,1987,1,Winter
1987-01-13,Western_Arm_Spring_Inflow,638.0,,8.1,January,1987,1,Winter
1987-01-13,Western_Arm,591.0,2.2,8.2,January,1987,1,Winter
1987-02-24,Western_Arm,600.0,6.5,8.0,February,1987,2,Winter
1987-02-24,Eastern_Arm,409.0,6.5,7.8,February,1987,2,Winter
1987-02-24,Central_Arm,604.0,4.8,8.1,February,1987,2,Winter
1987-02-24,Central_Arm,529.0,4.8,8.2,February,1987,2,Winter
1987-02-24,Eastern_Arm,516.0,4.5,8.4,February,1987,2,Winter
1987-02-24,Eastern_Arm,551.0,4.2,8.0,February,1987,2,Winter
1987-02-24,Western_Arm_Spring_Inflow,613.0,5.5,8.2,February,1987,2,Winter
1987-02-24,Western_Arm,575.0,4.5,8.2,February,1987,2,Winter
1987-03-24,Western_Arm,600.0,,8.0,March,1987,3,Spring
1987-03-24,Eastern_Arm,412.0,9.4,7.8,March,1987,3,Spring
1987-03-24,Central_Arm,597.0,9.0,8.0,March,1987,3,Spring
1987-03-24,Central_Arm,535.0,8.5,8.2,March,1987,3,Spring
1987-03-24,Eastern_Arm,515.0,8.7,8.1,March,1987,3,Spring
1987-03-24,Eastern_Arm,545.0,9.7,8.1,March,1987,3,Spring
1987-03-24,Western_Arm_Spring_Inflow,623.0,8.5,7.7,March,1987,3,Spring
1987-03-24,Western_Arm,560.0,8.5,8.1,March,1987,3,Spring
1987-04-14,Western_Arm,573.0,10.8,7.8,April,1987,4,Spring
1987-04-14,Eastern_Arm,389.0,11.7,7.8,April,1987,4,Spring
1987-04-14,Central_Arm,538.0,12.5,7.9,April,1987,4,Spring
1987-04-14,Central_Arm,430.0,12.6,8.0,April,1987,4,Spring
1987-04-14,Eastern_Arm,407.0,13.0,7.9,April,1987,4,Spring
1987-04-14,Eastern_Arm,472.0,12.0,8.0,April,1987,4,Spring
1987-04-14,Western_Arm_Spring_Inflow,626.0,12.2,7.6,April,1987,4,Spring
1987-04-14,Western_Arm,486.0,12.5,7.8,April,1987,4,Spring
1987-06-23,Western_Arm,639.0,13.0,7.7,June,1987,6,Summer
1987-06-23,Eastern_Arm,469.0,12.8,7.7,June,1987,6,Summer
1987-06-23,Central_Arm,425.0,19.4,8.1,June,1987,6,Summer
1987-06-23,Central_Arm,337.0,19.5,9.0,June,1987,6,Summer
1987-06-23,Eastern_Arm,335.0,19.5,9.1,June,1987,6,Summer
1987-06-23,Eastern_Arm,339.0,20.6,9.3,June,1987,6,Summer
1987-06-23,Western_Arm_Spring_Inflow,462.0,,7.9,June,1987,6,Summer
1987-06-23,Western_Arm,357.0,19.3,8.6,June,1987,6,Summer
1987-06-25,Western_Arm_Spring_Inflow,462.0,,7.9,June,1987,6,Summer
1987-07-14,Western_Arm,613.0,15.7,7.8,July,1987,7,Summer
1987-07-14,Eastern_Arm,451.0,15.5,7.9,July,1987,7,Summer
1987-07-14,Central_Arm,416.0,20.8,8.0,July,1987,7,Summer
1987-07-14,Central_Arm,318.0,22.2,9.3,July,1987,7,Summer
1987-07-14,Eastern_Arm,342.0,21.8,9.3,July,1987,7,Summer
1987-07-14,Eastern_Arm,417.0,20.8,8.0,July,1987,7,Summer
1987-07-14,Western_Arm_Spring_Inflow,402.0,20.2,7.7,July,1987,7,Summer
1987-07-14,Western_Arm,313.0,21.8,9.0,July,1987,7,Summer
1987-08-18,Western_Arm,620.0,15.2,8.0,August,1987,8,Summer
1987-08-18,Eastern_Arm,455.0,14.8,7.9,August,1987,8,Summer
1987-08-18,Central_Arm,385.0,19.7,7.8,August,1987,8,Summer
1987-08-18,Central_Arm,292.0,22.0,9.8,August,1987,8,Summer
1987-08-18,Eastern_Arm,330.0,21.2,9.7,August,1987,8,Summer
1987-08-18,Eastern_Arm,381.0,21.5,8.5,August,1987,8,Summer
1987-08-18,Western_Arm_Spring_Inflow,500.0,19.5,7.5,August,1987,8,Summer
1987-08-18,Western_Arm,295.0,21.5,9.2,August,1987,8,Summer
1987-09-29,Western_Arm,595.0,7.5,8.1,September,1987,9,Autumn
1987-09-29,Eastern_Arm,458.0,7.2,8.0,September,1987,9,Autumn
1987-09-29,Central_Arm,449.0,12.0,7.8,September,1987,9,Autumn
1987-09-29,Central_Arm,304.0,13.5,9.4,September,1987,9,Autumn
1987-09-29,Eastern_Arm,358.0,13.8,9.2,September,1987,9,Autumn
1987-09-29,Eastern_Arm,366.0,,9.3,September,1987,9,Autumn
1987-09-29,Western_Arm_Spring_Inflow,647.0,10.0,7.5,September,1987,9,Autumn
1987-09-29,Western_Arm,368.0,13.2,8.3,September,1987,9,Autumn
1988-05-10,Western_Arm,609.0,12.3,7.7,May,1988,5,Spring
1988-05-10,Eastern_Arm,440.0,12.8,7.7,May,1988,5,Spring
1988-05-10,Central_Arm,468.0,15.8,7.7,May,1988,5,Spring
1988-05-10,Central_Arm,376.0,16.3,8.3,May,1988,5,Spring
1988-05-10,Eastern_Arm,329.0,15.7,8.9,May,1988,5,Spring
1988-05-10,Eastern_Arm,416.0,15.4,8.3,May,1988,5,Spring
1988-05-10,Western_Arm,425.0,15.7,7.7,May,1988,5,Spring
1988-06-14,Western_Arm,604.0,13.8,7.7,June,1988,6,Summer
1988-06-14,Eastern_Arm,450.0,14.5,7.8,June,1988,6,Summer
1988-06-14,Central_Arm,388.0,20.2,7.9,June,1988,6,Summer
1988-06-14,Central_Arm,288.0,20.2,9.8,June,1988,6,Summer
1988-06-14,Eastern_Arm,295.0,20.4,10.1,June,1988,6,Summer
1988-06-14,Eastern_Arm,313.0,18.4,9.7,June,1988,6,Summer
1988-06-14,Western_Arm,301.0,20.3,9.1,June,1988,6,Summer
1988-07-12,Western_Arm,622.0,14.5,7.7,July,1988,7,Summer
1988-07-12,Eastern_Arm,459.0,14.0,7.8,July,1988,7,Summer
1988-07-12,Central_Arm,377.0,16.3,7.9,July,1988,7,Summer
1988-07-12,Central_Arm,291.0,16.8,9.9,July,1988,7,Summer
1988-07-12,Eastern_Arm,327.0,16.7,9.4,July,1988,7,Summer
1988-07-12,Eastern_Arm,468.0,17.6,7.4,July,1988,7,Summer
1988-07-12,Western_Arm,290.0,17.0,9.3,July,1988,7,Summer
1988-08-16,Western_Arm,586.0,12.2,7.8,August,1988,8,Summer
1988-08-16,Eastern_Arm,368.0,12.8,8.0,August,1988,8,Summer
1988-08-16,Central_Arm,484.0,16.6,7.4,August,1988,8,Summer
1988-08-16,Central_Arm,281.0,17.9,9.8,August,1988,8,Summer
1988-08-16,Eastern_Arm,331.0,17.1,8.9,August,1988,8,Summer
1988-08-16,Eastern_Arm,392.0,17.2,7.9,August,1988,8,Summer
1988-08-16,Western_Arm,341.0,17.8,7.9,August,1988,8,Summer
1988-09-20,Western_Arm,617.0,12.2,7.8,September,1988,9,Autumn
1988-09-20,Eastern_Arm,421.0,12.3,7.9,September,1988,9,Autumn
1988-09-20,Central_Arm,448.0,15.0,7.8,September,1988,9,Autumn
1988-09-20,Central_Arm,142.0,15.5,8.0,September,1988,9,Autumn
1988-09-20,Eastern_Arm,353.0,15.2,7.9,September,1988,9,Autumn
1988-09-20,Eastern_Arm,449.0,14.8,7.7,September,1988,9,Autumn
1988-09-20,Western_Arm,397.0,15.0,7.7,September,1988,9,Autumn
1989-06-20,Central_Arm,350.0,23.95,9.0,June,1989,6,Summer
1989-06-20,Eastern_Arm,7.7,24.0,8.8,June,1989,6,Summer
1989-06-20,Eastern_Arm,7.6,23.9,8.3,June,1989,6,Summer
1989-09-26,Central_Arm,322.0,17.8,9.2,September,1989,9,Autumn
1989-09-26,Eastern_Arm,331.0,17.5,9.3,September,1989,9,Autumn
1989-09-26,Eastern_Arm,412.0,17.8,7.8,September,1989,9,Autumn
1990-02-20,Central_Arm,583.0,9.8,8.4,February,1990,2,Winter
1990-02-20,Eastern_Arm,554.0,9.8,8.3,February,1990,2,Winter
1990-02-20,Eastern_Arm,570.0,10.2,8.0,February,1990,2,Winter
1990-05-09,Central_Arm,,16.0,,May,1990,5,Spring
1990-05-09,Central_Arm,,15.0,,May,1990,5,Spring
1990-05-09,Eastern_Arm,,17.0,,May,1990,5,Spring
1990-05-09,Eastern_Arm,,18.0,,May,1990,5,Spring
1990-05-30,Central_Arm,,16.0,,May,1990,5,Spring
1990-05-30,Eastern_Arm,,18.0,,May,1990,5,Spring
1990-05-30,Eastern_Arm,,19.0,,May,1990,5,Spring
1990-06-11,Eastern_Arm,,17.0,,June,1990,6,Summer
1990-06-11,Eastern_Arm,,16.5,,June,1990,6,Summer
1990-06-25,Eastern_Arm,,16.0,,June,1990,6,Summer
1990-06-25,Eastern_Arm,,17.0,,June,1990,6,Summer
1990-06-25,Western_Arm,,,,June,1990,6,Summer
1990-07-09,Eastern_Arm,,18.0,,July,1990,7,Summer
1990-07-09,Eastern_Arm,,19.0,,July,1990,7,Summer
1990-07-09,Western_Arm,,,,July,1990,7,Summer
1990-07-23,Eastern_Arm,,21.0,,July,1990,7,Summer
1990-07-23,Eastern_Arm,,19.0,,July,1990,7,Summer
1990-07-23,Western_Arm,,,,July,1990,7,Summer
1990-08-06,Eastern_Arm,,21.0,,August,1990,8,Summer
1990-08-06,Eastern_Arm,,21.0,,August,1990,8,Summer
1990-08-06,Western_Arm,,,,August,1990,8,Summer
1990-08-20,Eastern_Arm,,19.0,,August,1990,8,Summer
1990-08-20,Eastern_Arm,,16.0,,August,1990,8,Summer
1990-08-20,Western_Arm,,,,August,1990,8,Summer
1990-08-21,Central_Arm,403.0,18.0,7.7,August,1990,8,Summer
1990-08-21,Central_Arm,421.0,19.0,8.7,August,1990,8,Summer
1990-08-21,Eastern_Arm,392.0,19.5,9.6,August,1990,8,Summer
1990-08-21,Eastern_Arm,490.0,19.0,7.4,August,1990,8,Summer
1990-08-21,Western_Arm,499.0,20.0,7.9,August,1990,8,Summer
1990-08-31,Eastern_Arm,,19.0,7.5,August,1990,8,Summer
1990-09-01,Eastern_Arm,,,,September,1990,9,Autumn
1990-09-01,Eastern_Arm,,,,September,1990,9,Autumn
1990-09-01,Western_Arm,,,,September,1990,9,Autumn
1990-09-03,Eastern_Arm,,21.0,,September,1990,9,Autumn
1990-09-03,Eastern_Arm,,21.0,,September,1990,9,Autumn
1990-09-03,Western_Arm,,,,September,1990,9,Autumn
1990-09-17,Eastern_Arm,,15.0,,September,1990,9,Autumn
1990-09-17,Eastern_Arm,,15.0,,September,1990,9,Autumn
1990-09-17,Western_Arm,,,,September,1990,9,Autumn
1990-10-04,Eastern_Arm,,,,October,1990,10,Autumn
1990-10-04,Eastern_Arm,,,,October,1990,10,Autumn
1990-10-04,Western_Arm,,,,October,1990,10,Autumn
1990-10-29,Eastern_Arm,,11.0,,October,1990,10,Autumn
1990-10-29,Eastern_Arm,,10.0,,October,1990,10,Autumn
1990-10-29,Western_Arm,,,,October,1990,10,Autumn
1990-11-12,Eastern_Arm,,12.0,,November,1990,11,Autumn
1990-11-12,Western_Arm,,,,November,1990,11,Autumn
1991-01-29,Central_Arm,644.0,4.0,8.08,January,1991,1,Winter
1991-01-29,Central_Arm,563.0,4.0,8.22,January,1991,1,Winter
1991-01-29,Eastern_Arm,547.0,4.0,7.81,January,1991,1,Winter
1991-01-29,Eastern_Arm,582.0,4.0,7.53,January,1991,1,Winter
1991-01-29,Western_Arm,597.0,4.0,8.1,January,1991,1,Winter
1991-03-19,Central_Arm,624.0,10.2,8.06,March,1991,3,Spring
1991-03-19,Central_Arm,513.0,10.0,8.51,March,1991,3,Spring
1991-03-19,Eastern_Arm,505.0,10.5,8.78,March,1991,3,Spring
1991-03-19,Eastern_Arm,526.0,10.0,7.93,March,1991,3,Spring
1991-03-19,Western_Arm,,10.0,,March,1991,3,Spring
1991-05-08,Eastern_Arm,,11.0,,May,1991,5,Spring
1991-05-08,Eastern_Arm,,11.0,,May,1991,5,Spring
1991-05-21,Eastern_Arm,,15.0,,May,1991,5,Spring
1991-05-21,Central_Arm,485.0,18.2,8.1,May,1991,5,Spring
1991-05-21,Central_Arm,428.0,17.6,8.6,May,1991,5,Spring
1991-05-21,Eastern_Arm,410.0,18.2,8.7,May,1991,5,Spring
1991-05-21,Eastern_Arm,533.0,17.3,8.2,May,1991,5,Spring
1991-05-21,Western_Arm,489.0,17.5,8.3,May,1991,5,Spring
1991-05-23,Eastern_Arm,,21.0,,May,1991,5,Spring
1991-05-23,Eastern_Arm,,19.0,,May,1991,5,Spring
1991-06-06,Eastern_Arm,,18.0,,June,1991,6,Summer
1991-06-06,Eastern_Arm,,18.0,,June,1991,6,Summer
1991-06-18,Eastern_Arm,,12.0,,June,1991,6,Summer
1991-06-18,Central_Arm,389.0,16.9,8.29,June,1991,6,Summer
1991-06-18,Central_Arm,317.0,16.8,9.89,June,1991,6,Summer
1991-06-18,Eastern_Arm,359.0,19.0,10.51,June,1991,6,Summer
1991-06-18,Eastern_Arm,480.0,17.3,7.69,June,1991,6,Summer
1991-06-18,Western_Arm,392.0,16.9,8.38,June,1991,6,Summer
1991-06-20,Central_Arm,,18.0,,June,1991,6,Summer
1991-06-20,Central_Arm,,18.0,,June,1991,6,Summer
1991-06-20,Eastern_Arm,,18.0,,June,1991,6,Summer
1991-06-20,Eastern_Arm,,18.0,,June,1991,6,Summer
1991-07-03,Central_Arm,,20.0,,July,1991,7,Summer
1991-07-03,Central_Arm,,20.0,,July,1991,7,Summer
1991-07-03,Eastern_Arm,,20.0,,July,1991,7,Summer
1991-07-03,Eastern_Arm,,20.0,,July,1991,7,Summer
1991-07-15,Eastern_Arm,,14.0,,July,1991,7,Summer
1991-07-15,Central_Arm,387.0,19.5,8.38,July,1991,7,Summer
1991-07-15,Central_Arm,351.0,20.0,8.88,July,1991,7,Summer
1991-07-15,Eastern_Arm,359.0,19.5,9.1,July,1991,7,Summer
1991-07-15,Eastern_Arm,474.0,19.2,7.73,July,1991,7,Summer
